"","Overall","marker","n.fold","method","variable"
"V101535",1.80426674334971,"V1015","4","BO","6"
"V101635",0,"V1016","4","BO","6"
"V101735",0,"V1017","4","BO","6"
"V101835",0,"V1018","4","BO","6"
"V101935",0,"V1019","4","BO","6"
"V102035",0,"V1020","4","BO","6"
"V102155",3.34274385857009,"V1021","4","BO","6"
"V102235",0,"V1022","4","BO","6"
"V102335",0,"V1023","4","BO","6"
"V102435",0,"V1024","4","BO","6"
"V102535",0,"V1025","4","BO","6"
"V102635",0,"V1026","4","BO","6"
"V102735",7.25938269593718,"V1027","4","BO","6"
"V102835",0,"V1028","4","BO","6"
"V102935",0,"V1029","4","BO","6"
"V103035",0,"V1030","4","BO","6"
"V103155",0,"V1031","4","BO","6"
"V103235",0,"V1032","4","BO","6"
"V103335",0,"V1033","4","BO","6"
"V103435",0,"V1034","4","BO","6"
"V103535",0.61749724076363,"V1035","4","BO","6"
"V103635",0,"V1036","4","BO","6"
"V103735",0,"V1037","4","BO","6"
"V103835",0,"V1038","4","BO","6"
"V103935",0,"V1039","4","BO","6"
"V104035",1.32391122024607,"V1040","4","BO","6"
"V104155",17.4151257550721,"V1041","4","BO","6"
"V104235",0.967384823844654,"V1042","4","BO","6"
"V104335",1.20144085017919,"V1043","4","BO","6"
"V104435",0,"V1044","4","BO","6"
"V104535",0,"V1045","4","BO","6"
"V104635",0,"V1046","4","BO","6"
"V104735",0,"V1047","4","BO","6"
"V104835",1.44972380298474,"V1048","4","BO","6"
"V104935",0,"V1049","4","BO","6"
"V105035",0,"V1050","4","BO","6"
"V105155",0,"V1051","4","BO","6"
"V105235",0.908662700716044,"V1052","4","BO","6"
"V105335",0,"V1053","4","BO","6"
"V105435",0,"V1054","4","BO","6"
"V105535",7.68547086092573,"V1055","4","BO","6"
"V105635",2.49960710598599,"V1056","4","BO","6"
"V105735",0,"V1057","4","BO","6"
"V105835",0,"V1058","4","BO","6"
"V105935",0,"V1059","4","BO","6"
"V106035",0,"V1060","4","BO","6"
"V106155",0,"V1061","4","BO","6"
"V106235",0,"V1062","4","BO","6"
"V106335",6.22200976674424,"V1063","4","BO","6"
"V106435",0,"V1064","4","BO","6"
"V106535",0,"V1065","4","BO","6"
"V106635",5.83076680109257,"V1066","4","BO","6"
"V106735",0,"V1067","4","BO","6"
"V106835",3.87883141973851,"V1068","4","BO","6"
"V106935",0,"V1069","4","BO","6"
"V107035",0,"V1070","4","BO","6"
"V107155",0,"V1071","4","BO","6"
"V107235",0,"V1072","4","BO","6"
"V107335",0,"V1073","4","BO","6"
"V107435",1.57730216478649,"V1074","4","BO","6"
"V107535",0,"V1075","4","BO","6"
"V107635",1.74387955699147,"V1076","4","BO","6"
"V107735",0,"V1077","4","BO","6"
"V107835",0,"V1078","4","BO","6"
"V107935",0,"V1079","4","BO","6"
"V108035",0,"V1080","4","BO","6"
"V108155",0,"V1081","4","BO","6"
"V108235",2.47555490018265,"V1082","4","BO","6"
"V108335",0,"V1083","4","BO","6"
"V108435",0,"V1084","4","BO","6"
"V108535",0,"V1085","4","BO","6"
"V108635",0,"V1086","4","BO","6"
"V108735",0,"V1087","4","BO","6"
"V108835",0,"V1088","4","BO","6"
"V108935",0,"V1089","4","BO","6"
"V109035",2.24033090047384,"V1090","4","BO","6"
"V109155",0,"V1091","4","BO","6"
"V109235",0,"V1092","4","BO","6"
"V109335",0,"V1093","4","BO","6"
"V109435",0,"V1094","4","BO","6"
"V109535",0,"V1095","4","BO","6"
"V109635",0,"V1096","4","BO","6"
"V109735",0,"V1097","4","BO","6"
"V109835",0,"V1098","4","BO","6"
"V109935",0.53500129499747,"V1099","4","BO","6"
"V110055",0,"V1100","4","BO","6"
"V110155",0,"V1101","4","BO","6"
"V110235",0,"V1102","4","BO","6"
"V110335",0,"V1103","4","BO","6"
"V110435",0,"V1104","4","BO","6"
"V110535",0,"V1105","4","BO","6"
"V110635",4.74661411777622,"V1106","4","BO","6"
"V110735",0,"V1107","4","BO","6"
"V110835",0,"V1108","4","BO","6"
"V110935",0,"V1109","4","BO","6"
"V111055",0,"V1110","4","BO","6"
"V111155",0,"V1111","4","BO","6"
"V111235",0,"V1112","4","BO","6"
"V111335",2.03803208053249,"V1113","4","BO","6"
"V111435",0,"V1114","4","BO","6"
"V111535",0.596006712998638,"V1115","4","BO","6"
"V111635",2.29353988499672,"V1116","4","BO","6"
"V111735",1.3573086732966,"V1117","4","BO","6"
"V111835",1.23588940002007,"V1118","4","BO","6"
"V111935",0,"V1119","4","BO","6"
"V112035",3.66136889086474,"V1120","4","BO","6"
"V112155",0,"V1121","4","BO","6"
"V112235",0,"V1122","4","BO","6"
"V112335",0,"V1123","4","BO","6"
"V112435",0,"V1124","4","BO","6"
"V112535",0,"V1125","4","BO","6"
"V112635",0,"V1126","4","BO","6"
"V112735",0,"V1127","4","BO","6"
"V112835",0,"V1128","4","BO","6"
"V112935",0,"V1129","4","BO","6"
"V113035",0,"V1130","4","BO","6"
"V113155",0,"V1131","4","BO","6"
"V113235",0,"V1132","4","BO","6"
"V113335",0,"V1133","4","BO","6"
"V113435",0,"V1134","4","BO","6"
"V113535",0,"V1135","4","BO","6"
"V113635",0,"V1136","4","BO","6"
"V113735",0,"V1137","4","BO","6"
"V113835",0,"V1138","4","BO","6"
"V113935",0,"V1139","4","BO","6"
"V114035",0,"V1140","4","BO","6"
"V114155",0,"V1141","4","BO","6"
"V114235",0,"V1142","4","BO","6"
"V114335",0,"V1143","4","BO","6"
"V114435",0,"V1144","4","BO","6"
"V114535",0,"V1145","4","BO","6"
"V114635",0,"V1146","4","BO","6"
"V114735",0,"V1147","4","BO","6"
"V114835",0,"V1148","4","BO","6"
"V114935",0,"V1149","4","BO","6"
"V115035",0,"V1150","4","BO","6"
"V115155",0,"V1151","4","BO","6"
"V115235",0,"V1152","4","BO","6"
"V115335",0,"V1153","4","BO","6"
"V115435",0,"V1154","4","BO","6"
"V115535",0,"V1155","4","BO","6"
"V115635",0,"V1156","4","BO","6"
"V115735",5.65190927136016,"V1157","4","BO","6"
"V115835",0,"V1158","4","BO","6"
"V115935",1.38341215745677,"V1159","4","BO","6"
"V116035",0,"V1160","4","BO","6"
"V116155",2.3540002209348,"V1161","4","BO","6"
"V116235",0,"V1162","4","BO","6"
"V116335",0,"V1163","4","BO","6"
"V116435",0,"V1164","4","BO","6"
"V116535",1.53269614885708,"V1165","4","BO","6"
"V116635",0.902023121360228,"V1166","4","BO","6"
"V116735",0,"V1167","4","BO","6"
"V116835",0,"V1168","4","BO","6"
"V116935",0,"V1169","4","BO","6"
"V117035",0,"V1170","4","BO","6"
"V117155",0,"V1171","4","BO","6"
"V117235",0,"V1172","4","BO","6"
"V117335",1.89314426446368,"V1173","4","BO","6"
"V117435",0,"V1174","4","BO","6"
"V117535",0,"V1175","4","BO","6"
"V117635",0,"V1176","4","BO","6"
"V117735",0,"V1177","4","BO","6"
"V117835",0,"V1178","4","BO","6"
"V117935",0,"V1179","4","BO","6"
"V118035",0,"V1180","4","BO","6"
"V118155",0,"V1181","4","BO","6"
"V118235",0,"V1182","4","BO","6"
"V118335",1.49547610797798,"V1183","4","BO","6"
"V118435",0,"V1184","4","BO","6"
"V118535",1.43017548529837,"V1185","4","BO","6"
"V118635",4.01064741444913,"V1186","4","BO","6"
"V118735",2.15899924174661,"V1187","4","BO","6"
"V118835",0,"V1188","4","BO","6"
"V118935",0,"V1189","4","BO","6"
"V119035",0,"V1190","4","BO","6"
"V119155",0,"V1191","4","BO","6"
"V119235",0,"V1192","4","BO","6"
"V119335",0.916373422304822,"V1193","4","BO","6"
"V119435",0,"V1194","4","BO","6"
"V119535",0,"V1195","4","BO","6"
"V119635",0,"V1196","4","BO","6"
"V119735",0,"V1197","4","BO","6"
"V119835",1.72901722854792,"V1198","4","BO","6"
"V119935",0,"V1199","4","BO","6"
"V120035",0,"V1200","4","BO","6"
"V120155",1.54601552727798,"V1201","4","BO","6"
"V120235",0,"V1202","4","BO","6"
"V120335",2.48954875645115,"V1203","4","BO","6"
"V120435",0,"V1204","4","BO","6"
"V120535",0,"V1205","4","BO","6"
"V120635",0,"V1206","4","BO","6"
"V120735",0,"V1207","4","BO","6"
"V120835",0,"V1208","4","BO","6"
"V120935",0,"V1209","4","BO","6"
"V121055",0,"V1210","4","BO","6"
"V121155",0,"V1211","4","BO","6"
"V121235",0,"V1212","4","BO","6"
"V121335",0,"V1213","4","BO","6"
"V121435",0,"V1214","4","BO","6"
"V121535",1.40115340102742,"V1215","4","BO","6"
"V121635",0,"V1216","4","BO","6"
"V121735",0,"V1217","4","BO","6"
"V121835",0,"V1218","4","BO","6"
"V121935",0,"V1219","4","BO","6"
"V122035",0.949002744755657,"V1220","4","BO","6"
"V122155",3.85636650749017,"V1221","4","BO","6"
"V122235",0,"V1222","4","BO","6"
"V122335",0,"V1223","4","BO","6"
"V122435",0,"V1224","4","BO","6"
"V122535",0,"V1225","4","BO","6"
"V122635",2.33417998815789,"V1226","4","BO","6"
"V122735",1.03460595384815,"V1227","4","BO","6"
"V122835",0,"V1228","4","BO","6"
"V122935",0,"V1229","4","BO","6"
"V123035",2.27544052697542,"V1230","4","BO","6"
"V123155",0,"V1231","4","BO","6"
"V123235",0,"V1232","4","BO","6"
"V123335",0,"V1233","4","BO","6"
"V123435",3.30718024645552,"V1234","4","BO","6"
"V123535",0,"V1235","4","BO","6"
"V123635",0,"V1236","4","BO","6"
"V123735",0,"V1237","4","BO","6"
"V123835",0,"V1238","4","BO","6"
"V123935",1.48038208926427,"V1239","4","BO","6"
"V124035",0,"V1240","4","BO","6"
"V124155",0,"V1241","4","BO","6"
"V124235",0,"V1242","4","BO","6"
"V124335",0.625348153289328,"V1243","4","BO","6"
"V124435",0,"V1244","4","BO","6"
"V124535",0,"V1245","4","BO","6"
"V124635",0,"V1246","4","BO","6"
"V124735",0,"V1247","4","BO","6"
"V124835",0,"V1248","4","BO","6"
"V124935",0,"V1249","4","BO","6"
"V125035",0,"V1250","4","BO","6"
"V125155",0,"V1251","4","BO","6"
"V125235",0,"V1252","4","BO","6"
"V125335",1.79641127958089,"V1253","4","BO","6"
"V125435",0,"V1254","4","BO","6"
"V125535",0,"V1255","4","BO","6"
"V125635",0,"V1256","4","BO","6"
"V125735",0,"V1257","4","BO","6"
"V125835",0,"V1258","4","BO","6"
"V125935",3.68752266117976,"V1259","4","BO","6"
"V126035",0,"V1260","4","BO","6"
"V126155",1.73577172989113,"V1261","4","BO","6"
"V126235",0,"V1262","4","BO","6"
"V126335",0,"V1263","4","BO","6"
"V126435",2.44067728544161,"V1264","4","BO","6"
"V126535",0,"V1265","4","BO","6"
"V126635",0,"V1266","4","BO","6"
"V126735",2.93080874837537,"V1267","4","BO","6"
"V126835",0,"V1268","4","BO","6"
"V126935",1.68002383053336,"V1269","4","BO","6"
"V127035",0,"V1270","4","BO","6"
"V127155",0,"V1271","4","BO","6"
"V127235",1.00648356345722,"V1272","4","BO","6"
"V127335",0,"V1273","4","BO","6"
"V127435",0,"V1274","4","BO","6"
"V127535",0,"V1275","4","BO","6"
"V127635",0,"V1276","4","BO","6"
"V127735",8.04778559686065,"V1277","4","BO","6"
"V127835",17.1635234021061,"V1278","4","BO","6"
"V127935",11.6735241857813,"V1279","4","BO","6"
"V128035",0,"V1280","4","BO","6"
"V128155",0,"V1281","4","BO","6"
"V128235",0,"V1282","4","BO","6"
"V128335",0,"V1283","4","BO","6"
"V128435",18.8138338819707,"V1284","4","BO","6"
"V128535",0,"V1285","4","BO","6"
"V128635",0,"V1286","4","BO","6"
"V128735",0,"V1287","4","BO","6"
"V128835",0,"V1288","4","BO","6"
"V128935",0,"V1289","4","BO","6"
"V129035",0,"V1290","4","BO","6"
"V129155",0,"V1291","4","BO","6"
"V129235",0,"V1292","4","BO","6"
"V129335",0,"V1293","4","BO","6"
"V129435",3.46801028221254,"V1294","4","BO","6"
"V129535",1.58502632474101,"V1295","4","BO","6"
"V129635",1.34086258204367,"V1296","4","BO","6"
"V129735",0,"V1297","4","BO","6"
"V129835",0,"V1298","4","BO","6"
"V129935",1.14934207181332,"V1299","4","BO","6"
"V130035",0,"V1300","4","BO","6"
"V130155",0,"V1301","4","BO","6"
"V130235",0,"V1302","4","BO","6"
"V130335",0,"V1303","4","BO","6"
"V130435",1.25765957475094,"V1304","4","BO","6"
"V130535",1.49505793088813,"V1305","4","BO","6"
"V130635",0,"V1306","4","BO","6"
"V130735",0,"V1307","4","BO","6"
"V130835",0,"V1308","4","BO","6"
"V130935",0,"V1309","4","BO","6"
"V131055",0,"V1310","4","BO","6"
"V131155",0,"V1311","4","BO","6"
"V131235",0,"V1312","4","BO","6"
"V131335",1.57229011556205,"V1313","4","BO","6"
"V131435",0,"V1314","4","BO","6"
"V131535",0,"V1315","4","BO","6"
"V131635",0,"V1316","4","BO","6"
"V131735",12.0253508687904,"V1317","4","BO","6"
"V131835",0,"V1318","4","BO","6"
"V131935",1.36082412880487,"V1319","4","BO","6"
"V132035",0,"V1320","4","BO","6"
"V132155",0,"V1321","4","BO","6"
"V132235",0,"V1322","4","BO","6"
"V132335",0,"V1323","4","BO","6"
"V132435",0,"V1324","4","BO","6"
"V132535",0,"V1325","4","BO","6"
"V132635",0,"V1326","4","BO","6"
"V132735",0,"V1327","4","BO","6"
"V132835",0,"V1328","4","BO","6"
"V132935",0,"V1329","4","BO","6"
"V133035",0,"V1330","4","BO","6"
"V133155",0,"V1331","4","BO","6"
"V133235",1.33777795783349,"V1332","4","BO","6"
"V133335",0,"V1333","4","BO","6"
"V133435",0,"V1334","4","BO","6"
"V133535",1.14505335399526,"V1335","4","BO","6"
"V133635",4.2589748580473,"V1336","4","BO","6"
"V133735",0,"V1337","4","BO","6"
"V133835",0,"V1338","4","BO","6"
"V133935",0,"V1339","4","BO","6"
"V134035",0,"V1340","4","BO","6"
"V134155",0,"V1341","4","BO","6"
"V134235",0,"V1342","4","BO","6"
"V134335",0,"V1343","4","BO","6"
"V134435",5.25284144243652,"V1344","4","BO","6"
"V134535",3.25512502421007,"V1345","4","BO","6"
"V134635",6.8380967128776,"V1346","4","BO","6"
"V134735",0,"V1347","4","BO","6"
"V134835",0,"V1348","4","BO","6"
"V134935",0,"V1349","4","BO","6"
"V135035",11.6016674628356,"V1350","4","BO","6"
"V135155",0,"V1351","4","BO","6"
"V135235",0,"V1352","4","BO","6"
"V135335",0,"V1353","4","BO","6"
"V135435",0,"V1354","4","BO","6"
"V135535",0,"V1355","4","BO","6"
"V135635",1.20596698805803,"V1356","4","BO","6"
"V135735",2.54760266707782,"V1357","4","BO","6"
"V135835",0,"V1358","4","BO","6"
"V135935",1.63512926459345,"V1359","4","BO","6"
"V136035",0,"V1360","4","BO","6"
"V136155",0,"V1361","4","BO","6"
"V136235",0,"V1362","4","BO","6"
"V136335",1.60136408088097,"V1363","4","BO","6"
"V136435",11.0472375563062,"V1364","4","BO","6"
"V136535",0,"V1365","4","BO","6"
"V136635",0,"V1366","4","BO","6"
"V136735",0,"V1367","4","BO","6"
"V136835",0,"V1368","4","BO","6"
"V136935",0,"V1369","4","BO","6"
"V137035",1.53177927361192,"V1370","4","BO","6"
"V137155",0,"V1371","4","BO","6"
"V137235",1.96450281474694,"V1372","4","BO","6"
"V137335",1.76404787836834,"V1373","4","BO","6"
"V137435",2.34068202655492,"V1374","4","BO","6"
"V137535",0,"V1375","4","BO","6"
"V137635",0,"V1376","4","BO","6"
"V137735",0,"V1377","4","BO","6"
"V137835",0,"V1378","4","BO","6"
"V137935",0,"V1379","4","BO","6"
"V138035",0,"V1380","4","BO","6"
"V138155",0,"V1381","4","BO","6"
"V138235",0,"V1382","4","BO","6"
"V138335",0,"V1383","4","BO","6"
"V138435",0,"V1384","4","BO","6"
"V138535",0,"V1385","4","BO","6"
"V138635",0,"V1386","4","BO","6"
"V138735",0,"V1387","4","BO","6"
"V138835",3.82799168790137,"V1388","4","BO","6"
"V138935",0,"V1389","4","BO","6"
"V139035",0,"V1390","4","BO","6"
"V139155",2.77130592552388,"V1391","4","BO","6"
"V139235",0,"V1392","4","BO","6"
"V139335",0,"V1393","4","BO","6"
"V139435",0,"V1394","4","BO","6"
"V139535",0,"V1395","4","BO","6"
"V139635",0,"V1396","4","BO","6"
"V139735",0,"V1397","4","BO","6"
"V139835",0,"V1398","4","BO","6"
"V139935",0,"V1399","4","BO","6"
"V140035",0,"V1400","4","BO","6"
"V140155",0,"V1401","4","BO","6"
"V140235",0,"V1402","4","BO","6"
"V140335",0,"V1403","4","BO","6"
"V140435",0,"V1404","4","BO","6"
"V140535",2.88825115177353,"V1405","4","BO","6"
"V140635",0,"V1406","4","BO","6"
"V140735",0,"V1407","4","BO","6"
"V140835",0,"V1408","4","BO","6"
"V140935",0,"V1409","4","BO","6"
"V141055",0,"V1410","4","BO","6"
"V141155",0,"V1411","4","BO","6"
"V141235",0,"V1412","4","BO","6"
"V141335",0,"V1413","4","BO","6"
"V141435",0,"V1414","4","BO","6"
"V141535",2.25945657620217,"V1415","4","BO","6"
"V141635",0,"V1416","4","BO","6"
"V141735",0,"V1417","4","BO","6"
"V141835",0,"V1418","4","BO","6"
"V141935",0,"V1419","4","BO","6"
"V142035",2.64129419921979,"V1420","4","BO","6"
"V142155",0,"V1421","4","BO","6"
"V142235",0,"V1422","4","BO","6"
"V142335",0,"V1423","4","BO","6"
"V142435",0,"V1424","4","BO","6"
"V142535",0.85896645662176,"V1425","4","BO","6"
"V142635",0,"V1426","4","BO","6"
"V142735",0,"V1427","4","BO","6"
"V142835",0,"V1428","4","BO","6"
"V142935",1.13815956302948,"V1429","4","BO","6"
"V143035",0,"V1430","4","BO","6"
"V143155",0,"V1431","4","BO","6"
"V143235",0,"V1432","4","BO","6"
"V143335",0,"V1433","4","BO","6"
"V143435",0,"V1434","4","BO","6"
"V143535",0,"V1435","4","BO","6"
"V143635",0,"V1436","4","BO","6"
"V143735",0,"V1437","4","BO","6"
"V143835",2.06861489001432,"V1438","4","BO","6"
"V143935",0,"V1439","4","BO","6"
"V144035",1.09551212692309,"V1440","4","BO","6"
"V144155",1.34783431062871,"V1441","4","BO","6"
"V144235",0,"V1442","4","BO","6"
"V144335",0,"V1443","4","BO","6"
"V144435",0,"V1444","4","BO","6"
"V144535",1.1599138509718,"V1445","4","BO","6"
"V144635",0,"V1446","4","BO","6"
"V144735",0,"V1447","4","BO","6"
"V144835",0,"V1448","4","BO","6"
"V144935",0,"V1449","4","BO","6"
"V145035",1.78031259757524,"V1450","4","BO","6"
"V145155",0,"V1451","4","BO","6"
"V145235",0,"V1452","4","BO","6"
"V145335",0,"V1453","4","BO","6"
"V145435",3.0609450529359,"V1454","4","BO","6"
"V145535",0,"V1455","4","BO","6"
"V145635",3.59277293833609,"V1456","4","BO","6"
"V145735",0,"V1457","4","BO","6"
"V145835",0,"V1458","4","BO","6"
"V145935",0,"V1459","4","BO","6"
"V146035",0,"V1460","4","BO","6"
"V146155",0,"V1461","4","BO","6"
"V146235",0,"V1462","4","BO","6"
"V146335",3.89870304343018,"V1463","4","BO","6"
"V146435",0,"V1464","4","BO","6"
"V146535",3.36238817235849,"V1465","4","BO","6"
"V146635",0,"V1466","4","BO","6"
"V146735",0,"V1467","4","BO","6"
"V146835",0,"V1468","4","BO","6"
"V146935",1.2153399674822,"V1469","4","BO","6"
"V147035",1.52807382354818,"V1470","4","BO","6"
"V147155",0,"V1471","4","BO","6"
"V147235",3.62853212690058,"V1472","4","BO","6"
"V147335",0,"V1473","4","BO","6"
"V147435",0,"V1474","4","BO","6"
"V147535",0,"V1475","4","BO","6"
"V147635",0,"V1476","4","BO","6"
"V147735",0,"V1477","4","BO","6"
"V147835",0,"V1478","4","BO","6"
"V147935",0,"V1479","4","BO","6"
"V148035",0,"V1480","4","BO","6"
"V148155",0,"V1481","4","BO","6"
"V148235",0,"V1482","4","BO","6"
"V148335",0,"V1483","4","BO","6"
"V148435",0,"V1484","4","BO","6"
"V148535",0,"V1485","4","BO","6"
"V148635",0,"V1486","4","BO","6"
"V148735",0,"V1487","4","BO","6"
"V148835",0,"V1488","4","BO","6"
"V148935",11.3633666370061,"V1489","4","BO","6"
"V149035",0,"V1490","4","BO","6"
"V149155",0,"V1491","4","BO","6"
"V149235",1.24506010131666,"V1492","4","BO","6"
"V149335",0,"V1493","4","BO","6"
"V149435",0,"V1494","4","BO","6"
"V149535",0,"V1495","4","BO","6"
"V149635",0,"V1496","4","BO","6"
"V149735",0,"V1497","4","BO","6"
"V149835",0,"V1498","4","BO","6"
"V149935",0,"V1499","4","BO","6"
"V150035",0,"V1500","4","BO","6"
"V150155",0,"V1501","4","BO","6"
"V150235",0,"V1502","4","BO","6"
"V150335",0,"V1503","4","BO","6"
"V150435",0,"V1504","4","BO","6"
"V150535",0,"V1505","4","BO","6"
"V150635",0,"V1506","4","BO","6"
"V150735",0,"V1507","4","BO","6"
"V150835",0,"V1508","4","BO","6"
"V150935",1.04328685619737,"V1509","4","BO","6"
"V151055",0,"V1510","4","BO","6"
"V151155",0,"V1511","4","BO","6"
"V151235",0,"V1512","4","BO","6"
"V151335",0,"V1513","4","BO","6"
"V151435",0,"V1514","4","BO","6"
"V151535",0,"V1515","4","BO","6"
"V151635",0,"V1516","4","BO","6"
"V151735",0,"V1517","4","BO","6"
"V151835",0,"V1518","4","BO","6"
"V151935",0,"V1519","4","BO","6"
"V152035",0,"V1520","4","BO","6"
"V152155",0,"V1521","4","BO","6"
"V152235",0,"V1522","4","BO","6"
"V152335",0,"V1523","4","BO","6"
"V152435",0,"V1524","4","BO","6"
"V152535",1.05392178346766,"V1525","4","BO","6"
"V152635",0,"V1526","4","BO","6"
"V152735",0,"V1527","4","BO","6"
"V152835",0,"V1528","4","BO","6"
"V152935",0,"V1529","4","BO","6"
"V153035",2.44884836064047,"V1530","4","BO","6"
"V153155",0,"V1531","4","BO","6"
"V153235",8.05012408992246,"V1532","4","BO","6"
"V153335",3.15954242475933,"V1533","4","BO","6"
"V153435",0,"V1534","4","BO","6"
"V153535",0,"V1535","4","BO","6"
"V153635",5.50658801274691,"V1536","4","BO","6"
"V153735",0,"V1537","4","BO","6"
"V153835",0,"V1538","4","BO","6"
"V153935",0,"V1539","4","BO","6"
"V154035",0,"V1540","4","BO","6"
"V154155",0,"V1541","4","BO","6"
"V154235",0,"V1542","4","BO","6"
"V154335",0,"V1543","4","BO","6"
"V154435",0,"V1544","4","BO","6"
"V154535",0,"V1545","4","BO","6"
"V154635",2.82014198963923,"V1546","4","BO","6"
"V154735",0,"V1547","4","BO","6"
"V154835",0,"V1548","4","BO","6"
"V154935",0,"V1549","4","BO","6"
"V155035",0,"V1550","4","BO","6"
"V155155",0,"V1551","4","BO","6"
"V155235",0,"V1552","4","BO","6"
"V155335",0,"V1553","4","BO","6"
"V155435",0,"V1554","4","BO","6"
"V155535",0,"V1555","4","BO","6"
"V155635",0,"V1556","4","BO","6"
"V155735",6.38379265875487,"V1557","4","BO","6"
"V155835",2.99377316250246,"V1558","4","BO","6"
"V155935",0,"V1559","4","BO","6"
"V156035",5.59801543423012,"V1560","4","BO","6"
"V156155",1.92016644685114,"V1561","4","BO","6"
"V156235",2.12262242386084,"V1562","4","BO","6"
"V156335",0,"V1563","4","BO","6"
"V156435",0,"V1564","4","BO","6"
"V156535",0,"V1565","4","BO","6"
"V156635",0,"V1566","4","BO","6"
"V156735",0,"V1567","4","BO","6"
"V156835",0,"V1568","4","BO","6"
"V156935",0,"V1569","4","BO","6"
"V157035",0,"V1570","4","BO","6"
"V157155",0,"V1571","4","BO","6"
"V157235",0,"V1572","4","BO","6"
"V157335",2.3375579967803,"V1573","4","BO","6"
"V157435",0,"V1574","4","BO","6"
"V157535",0,"V1575","4","BO","6"
"V157635",4.68397690114963,"V1576","4","BO","6"
"V157735",0,"V1577","4","BO","6"
"V157835",4.75766152890665,"V1578","4","BO","6"
"V157935",0,"V1579","4","BO","6"
"V158035",0,"V1580","4","BO","6"
"V158155",0,"V1581","4","BO","6"
"V158235",0,"V1582","4","BO","6"
"V158335",0,"V1583","4","BO","6"
"V158435",0,"V1584","4","BO","6"
"V158535",0,"V1585","4","BO","6"
"V158635",0,"V1586","4","BO","6"
"V158735",0.862465609897636,"V1587","4","BO","6"
"V158835",1.11194822890636,"V1588","4","BO","6"
"V158935",0,"V1589","4","BO","6"
"V159035",0,"V1590","4","BO","6"
"V159155",0,"V1591","4","BO","6"
"V159235",0,"V1592","4","BO","6"
"V159335",0,"V1593","4","BO","6"
"V159435",0,"V1594","4","BO","6"
"V159535",0,"V1595","4","BO","6"
"V159635",0,"V1596","4","BO","6"
"V159735",0,"V1597","4","BO","6"
"V159835",0,"V1598","4","BO","6"
"V159935",3.3293434553931,"V1599","4","BO","6"
"V160035",2.66323670218205,"V1600","4","BO","6"
"V160155",0,"V1601","4","BO","6"
"V160235",0,"V1602","4","BO","6"
"V160335",0,"V1603","4","BO","6"
"V160435",0,"V1604","4","BO","6"
"V160535",0,"V1605","4","BO","6"
"V160635",1.20744770410302,"V1606","4","BO","6"
"V160735",3.85013137464071,"V1607","4","BO","6"
"V160835",2.39675056654745,"V1608","4","BO","6"
"V160935",0,"V1609","4","BO","6"
"V161055",0,"V1610","4","BO","6"
"V161155",2.08778033037701,"V1611","4","BO","6"
"V161235",1.57157020649701,"V1612","4","BO","6"
"V161335",1.12567288855541,"V1613","4","BO","6"
"V161435",0,"V1614","4","BO","6"
"V161535",0,"V1615","4","BO","6"
"V161635",0,"V1616","4","BO","6"
"V161735",0,"V1617","4","BO","6"
"V161835",2.11442570596631,"V1618","4","BO","6"
"V161935",0,"V1619","4","BO","6"
"V162035",0,"V1620","4","BO","6"
"V162155",0,"V1621","4","BO","6"
"V162235",0,"V1622","4","BO","6"
"V162335",0,"V1623","4","BO","6"
"V162435",1.26003114487108,"V1624","4","BO","6"
"V162535",0,"V1625","4","BO","6"
"V162635",0,"V1626","4","BO","6"
"V162735",0,"V1627","4","BO","6"
"V162835",0,"V1628","4","BO","6"
"V162935",0,"V1629","4","BO","6"
"V163035",0,"V1630","4","BO","6"
"V163155",1.47961446131824,"V1631","4","BO","6"
"V163235",1.26453451560447,"V1632","4","BO","6"
"V163335",0,"V1633","4","BO","6"
"V163435",0,"V1634","4","BO","6"
"V163535",0,"V1635","4","BO","6"
"V163635",0,"V1636","4","BO","6"
"V163735",0,"V1637","4","BO","6"
"V163835",0,"V1638","4","BO","6"
"V163935",0,"V1639","4","BO","6"
"V164035",0,"V1640","4","BO","6"
"V164155",0,"V1641","4","BO","6"
"V164235",0,"V1642","4","BO","6"
"V164335",0,"V1643","4","BO","6"
"V164435",0,"V1644","4","BO","6"
"V164535",0,"V1645","4","BO","6"
"V164635",0,"V1646","4","BO","6"
"V164735",0,"V1647","4","BO","6"
"V164835",0,"V1648","4","BO","6"
"V164935",0,"V1649","4","BO","6"
"V165035",0,"V1650","4","BO","6"
"V165155",0,"V1651","4","BO","6"
"V165235",0,"V1652","4","BO","6"
"V165335",0,"V1653","4","BO","6"
"V165435",0,"V1654","4","BO","6"
"V165535",0,"V1655","4","BO","6"
"V165635",0,"V1656","4","BO","6"
"V165735",0,"V1657","4","BO","6"
"V165835",0.878915177060039,"V1658","4","BO","6"
"V165935",6.42641768164713,"V1659","4","BO","6"
"V166035",0,"V1660","4","BO","6"
"V166155",1.81239605671361,"V1661","4","BO","6"
"V166235",0,"V1662","4","BO","6"
"V166335",0.78075882749868,"V1663","4","BO","6"
"V166435",0.814001353596294,"V1664","4","BO","6"
"V166535",0,"V1665","4","BO","6"
"V166635",0,"V1666","4","BO","6"
"V166735",1.78932272547864,"V1667","4","BO","6"
"V166835",0,"V1668","4","BO","6"
"V166935",1.05159809534654,"V1669","4","BO","6"
