"","Overall","marker","n.fold","method","variable"
"V33956",0,"V3395","1","DT","3"
"V33966",0,"V3396","1","DT","3"
"V33976",0,"V3397","1","DT","3"
"V33986",0,"V3398","1","DT","3"
"V33996",0,"V3399","1","DT","3"
"V34006",0,"V3400","1","DT","3"
"V340110",0,"V3401","1","DT","3"
"V34026",0,"V3402","1","DT","3"
"V34036",0,"V3403","1","DT","3"
"V34046",0,"V3404","1","DT","3"
"V34056",0,"V3405","1","DT","3"
"V34066",0,"V3406","1","DT","3"
"V34076",0,"V3407","1","DT","3"
"V34086",0,"V3408","1","DT","3"
"V34096",0,"V3409","1","DT","3"
"V341010",0,"V3410","1","DT","3"
"V341110",0,"V3411","1","DT","3"
"V34127",0,"V3412","1","DT","3"
"V34136",0,"V3413","1","DT","3"
"V34146",0,"V3414","1","DT","3"
"V34156",0,"V3415","1","DT","3"
"V34166",0,"V3416","1","DT","3"
"V34176",0,"V3417","1","DT","3"
"V34186",0,"V3418","1","DT","3"
"V34196",0,"V3419","1","DT","3"
"V34206",0,"V3420","1","DT","3"
"V342110",0,"V3421","1","DT","3"
"V34226",0,"V3422","1","DT","3"
"V34236",0,"V3423","1","DT","3"
"V34246",0,"V3424","1","DT","3"
"V34256",0,"V3425","1","DT","3"
"V34266",0,"V3426","1","DT","3"
"V34276",0,"V3427","1","DT","3"
"V34286",0,"V3428","1","DT","3"
"V34296",0,"V3429","1","DT","3"
"V34306",0,"V3430","1","DT","3"
"V343110",0,"V3431","1","DT","3"
"V34326",0,"V3432","1","DT","3"
"V34336",0,"V3433","1","DT","3"
"V34346",0,"V3434","1","DT","3"
"V34356",0,"V3435","1","DT","3"
"V34366",0,"V3436","1","DT","3"
"V34376",0,"V3437","1","DT","3"
"V34386",0,"V3438","1","DT","3"
"V34396",0,"V3439","1","DT","3"
"V34406",0,"V3440","1","DT","3"
"V344110",0,"V3441","1","DT","3"
"V34426",0,"V3442","1","DT","3"
"V34436",0,"V3443","1","DT","3"
"V34446",0,"V3444","1","DT","3"
"V34456",0,"V3445","1","DT","3"
"V34466",0,"V3446","1","DT","3"
"V34476",0,"V3447","1","DT","3"
"V34486",0,"V3448","1","DT","3"
"V34496",0,"V3449","1","DT","3"
"V34506",0,"V3450","1","DT","3"
"V345110",0,"V3451","1","DT","3"
"V34526",0,"V3452","1","DT","3"
"V34536",0,"V3453","1","DT","3"
"V34546",0,"V3454","1","DT","3"
"V34556",0,"V3455","1","DT","3"
"V34566",0,"V3456","1","DT","3"
"V34576",0,"V3457","1","DT","3"
"V34586",0,"V3458","1","DT","3"
"V34596",0,"V3459","1","DT","3"
"V34606",0,"V3460","1","DT","3"
"V346110",0,"V3461","1","DT","3"
"V34626",0,"V3462","1","DT","3"
"V34636",0,"V3463","1","DT","3"
"V34646",0,"V3464","1","DT","3"
"V34656",0,"V3465","1","DT","3"
"V34666",0,"V3466","1","DT","3"
"V34676",0,"V3467","1","DT","3"
"V34686",0,"V3468","1","DT","3"
"V34696",0,"V3469","1","DT","3"
"V34706",0,"V3470","1","DT","3"
"V347110",0,"V3471","1","DT","3"
"V34726",0,"V3472","1","DT","3"
"V34736",0,"V3473","1","DT","3"
"V34746",0,"V3474","1","DT","3"
"V34756",0,"V3475","1","DT","3"
"V34766",0,"V3476","1","DT","3"
"V34776",0,"V3477","1","DT","3"
"V34786",0,"V3478","1","DT","3"
"V34796",0,"V3479","1","DT","3"
"V34806",0,"V3480","1","DT","3"
"V348110",0,"V3481","1","DT","3"
"V34826",0,"V3482","1","DT","3"
"V34836",0,"V3483","1","DT","3"
"V34846",0,"V3484","1","DT","3"
"V34856",0,"V3485","1","DT","3"
"V34866",0,"V3486","1","DT","3"
"V34876",0,"V3487","1","DT","3"
"V34886",0,"V3488","1","DT","3"
"V34896",0,"V3489","1","DT","3"
"V34906",0,"V3490","1","DT","3"
"V349110",0,"V3491","1","DT","3"
"V34926",0,"V3492","1","DT","3"
"V34936",0,"V3493","1","DT","3"
"V34946",0,"V3494","1","DT","3"
"V34956",0,"V3495","1","DT","3"
"V34966",0,"V3496","1","DT","3"
"V34976",0,"V3497","1","DT","3"
"V34986",0,"V3498","1","DT","3"
"V34996",0,"V3499","1","DT","3"
"V35006",0,"V3500","1","DT","3"
"V350110",0,"V3501","1","DT","3"
"V35026",0,"V3502","1","DT","3"
"V35036",0,"V3503","1","DT","3"
"V35046",0,"V3504","1","DT","3"
"V35056",0,"V3505","1","DT","3"
"V35066",0,"V3506","1","DT","3"
"V35076",0,"V3507","1","DT","3"
"V35086",0,"V3508","1","DT","3"
"V35096",0,"V3509","1","DT","3"
"V351010",0,"V3510","1","DT","3"
"V351110",0,"V3511","1","DT","3"
"V35127",0,"V3512","1","DT","3"
"V35136",0,"V3513","1","DT","3"
"V35146",0,"V3514","1","DT","3"
"V35156",0,"V3515","1","DT","3"
"V35166",0,"V3516","1","DT","3"
"V35176",0,"V3517","1","DT","3"
"V35186",0,"V3518","1","DT","3"
"V35196",0,"V3519","1","DT","3"
"V35206",0,"V3520","1","DT","3"
"V352110",0,"V3521","1","DT","3"
"V35226",0,"V3522","1","DT","3"
"V35236",0,"V3523","1","DT","3"
"V35246",0,"V3524","1","DT","3"
"V35256",0,"V3525","1","DT","3"
"V35266",0,"V3526","1","DT","3"
"V35276",0,"V3527","1","DT","3"
"V35286",0,"V3528","1","DT","3"
"V35296",0,"V3529","1","DT","3"
"V35306",0,"V3530","1","DT","3"
"V353110",0,"V3531","1","DT","3"
"V35326",0,"V3532","1","DT","3"
"V35336",0,"V3533","1","DT","3"
"V35346",0,"V3534","1","DT","3"
"V35356",0,"V3535","1","DT","3"
"V35366",0,"V3536","1","DT","3"
"V35376",0,"V3537","1","DT","3"
"V35386",0,"V3538","1","DT","3"
"V35396",0,"V3539","1","DT","3"
"V35406",0,"V3540","1","DT","3"
"V354110",0,"V3541","1","DT","3"
"V35426",0,"V3542","1","DT","3"
"V35436",0,"V3543","1","DT","3"
"V35446",0,"V3544","1","DT","3"
"V35456",0,"V3545","1","DT","3"
"V35466",0,"V3546","1","DT","3"
"V35476",0,"V3547","1","DT","3"
"V35486",0,"V3548","1","DT","3"
"V35496",0,"V3549","1","DT","3"
"V35506",0,"V3550","1","DT","3"
"V355110",0,"V3551","1","DT","3"
"V35526",0,"V3552","1","DT","3"
"V35536",0,"V3553","1","DT","3"
"V35546",0,"V3554","1","DT","3"
"V35556",0,"V3555","1","DT","3"
"V35566",0,"V3556","1","DT","3"
"V35576",0,"V3557","1","DT","3"
"V35586",0,"V3558","1","DT","3"
"V35596",0,"V3559","1","DT","3"
"V35606",0,"V3560","1","DT","3"
"V356110",0,"V3561","1","DT","3"
"V35626",0,"V3562","1","DT","3"
"V35636",0,"V3563","1","DT","3"
"V35646",0,"V3564","1","DT","3"
"V35656",0,"V3565","1","DT","3"
"V35666",0,"V3566","1","DT","3"
"V35676",0,"V3567","1","DT","3"
"V35686",0,"V3568","1","DT","3"
"V35696",0,"V3569","1","DT","3"
"V35706",0,"V3570","1","DT","3"
"V357110",0,"V3571","1","DT","3"
"V35726",0,"V3572","1","DT","3"
"V35736",0,"V3573","1","DT","3"
"V35746",0,"V3574","1","DT","3"
"V35756",0,"V3575","1","DT","3"
"V35766",0,"V3576","1","DT","3"
"V35776",0,"V3577","1","DT","3"
"V35786",0,"V3578","1","DT","3"
"V35796",0,"V3579","1","DT","3"
"V35806",0,"V3580","1","DT","3"
"V358110",0,"V3581","1","DT","3"
"V35826",0,"V3582","1","DT","3"
"V35836",0,"V3583","1","DT","3"
"V35846",0,"V3584","1","DT","3"
"V35856",0,"V3585","1","DT","3"
"V35866",0,"V3586","1","DT","3"
"V35876",0,"V3587","1","DT","3"
"V35886",0,"V3588","1","DT","3"
"V35896",0,"V3589","1","DT","3"
"V35906",0,"V3590","1","DT","3"
"V359110",0,"V3591","1","DT","3"
"V35926",0,"V3592","1","DT","3"
"V35936",0,"V3593","1","DT","3"
"V35946",0,"V3594","1","DT","3"
"V35956",0,"V3595","1","DT","3"
"V35966",0,"V3596","1","DT","3"
"V35976",0,"V3597","1","DT","3"
"V35986",0,"V3598","1","DT","3"
"V35996",0,"V3599","1","DT","3"
"V36006",0,"V3600","1","DT","3"
"V360110",0,"V3601","1","DT","3"
"V36026",0,"V3602","1","DT","3"
"V36036",0,"V3603","1","DT","3"
"V36046",0,"V3604","1","DT","3"
"V36056",0,"V3605","1","DT","3"
"V36066",0,"V3606","1","DT","3"
"V36076",0,"V3607","1","DT","3"
"V36086",0,"V3608","1","DT","3"
"V36096",0,"V3609","1","DT","3"
"V361010",0,"V3610","1","DT","3"
"V361110",0,"V3611","1","DT","3"
"V36127",0,"V3612","1","DT","3"
"V36136",0,"V3613","1","DT","3"
"V36146",0,"V3614","1","DT","3"
"V36156",0,"V3615","1","DT","3"
"V36166",0,"V3616","1","DT","3"
"V36176",0,"V3617","1","DT","3"
"V36206",0,"V3620","1","DT","3"
"V36246",0,"V3624","1","DT","3"
"V36256",0,"V3625","1","DT","3"
"V36266",0,"V3626","1","DT","3"
"V36276",0,"V3627","1","DT","3"
"V36286",0,"V3628","1","DT","3"
"V36296",0,"V3629","1","DT","3"
"V36306",0,"V3630","1","DT","3"
"V363110",0,"V3631","1","DT","3"
"V36326",0,"V3632","1","DT","3"
"V36336",0,"V3633","1","DT","3"
"V36346",0,"V3634","1","DT","3"
"V36356",0,"V3635","1","DT","3"
"V36366",0,"V3636","1","DT","3"
"V36376",0,"V3637","1","DT","3"
"V36386",0,"V3638","1","DT","3"
"V36396",0,"V3639","1","DT","3"
"V36406",0,"V3640","1","DT","3"
"V364110",0,"V3641","1","DT","3"
"V36426",0,"V3642","1","DT","3"
"V36436",0,"V3643","1","DT","3"
"V36446",0,"V3644","1","DT","3"
"V36456",0,"V3645","1","DT","3"
"V36466",0,"V3646","1","DT","3"
"V36476",0,"V3647","1","DT","3"
"V36486",0,"V3648","1","DT","3"
"V36496",0,"V3649","1","DT","3"
"V36506",0,"V3650","1","DT","3"
"V365110",0,"V3651","1","DT","3"
"V36526",0,"V3652","1","DT","3"
"V36536",0,"V3653","1","DT","3"
"V36546",0,"V3654","1","DT","3"
"V36556",0,"V3655","1","DT","3"
"V36566",0,"V3656","1","DT","3"
"V36576",0,"V3657","1","DT","3"
"V36586",0,"V3658","1","DT","3"
"V36596",0,"V3659","1","DT","3"
"V36606",0,"V3660","1","DT","3"
"V366110",0,"V3661","1","DT","3"
"V36626",0,"V3662","1","DT","3"
"V36636",0,"V3663","1","DT","3"
"V36646",0,"V3664","1","DT","3"
"V36656",0,"V3665","1","DT","3"
"V36666",0,"V3666","1","DT","3"
"V36676",0,"V3667","1","DT","3"
"V36686",0,"V3668","1","DT","3"
"V36696",0,"V3669","1","DT","3"
"V36706",0,"V3670","1","DT","3"
"V367110",0,"V3671","1","DT","3"
"V36726",0,"V3672","1","DT","3"
"V36736",0,"V3673","1","DT","3"
"V36746",0,"V3674","1","DT","3"
"V36756",0,"V3675","1","DT","3"
"V36766",0,"V3676","1","DT","3"
"V36776",0,"V3677","1","DT","3"
"V36786",0,"V3678","1","DT","3"
"V36796",0,"V3679","1","DT","3"
"V36806",0,"V3680","1","DT","3"
"V368110",0,"V3681","1","DT","3"
"V36826",0,"V3682","1","DT","3"
"V36836",0,"V3683","1","DT","3"
"V36846",0,"V3684","1","DT","3"
"V36856",0,"V3685","1","DT","3"
"V36866",0,"V3686","1","DT","3"
"V36876",0,"V3687","1","DT","3"
"V36886",0,"V3688","1","DT","3"
"V36896",0,"V3689","1","DT","3"
"V36906",0,"V3690","1","DT","3"
"V369110",0,"V3691","1","DT","3"
"V36926",0,"V3692","1","DT","3"
"V36936",0,"V3693","1","DT","3"
"V36946",0,"V3694","1","DT","3"
"V36956",0,"V3695","1","DT","3"
"V36966",0,"V3696","1","DT","3"
"V36976",0,"V3697","1","DT","3"
"V36986",0,"V3698","1","DT","3"
"V36996",0,"V3699","1","DT","3"
"V37006",0,"V3700","1","DT","3"
"V370110",0,"V3701","1","DT","3"
"V37026",0,"V3702","1","DT","3"
"V37036",0,"V3703","1","DT","3"
"V37046",0,"V3704","1","DT","3"
"V37056",0,"V3705","1","DT","3"
"V37066",0,"V3706","1","DT","3"
"V37076",0,"V3707","1","DT","3"
"V37086",0,"V3708","1","DT","3"
"V37096",0,"V3709","1","DT","3"
"V371010",0,"V3710","1","DT","3"
"V371110",0,"V3711","1","DT","3"
"V37127",0,"V3712","1","DT","3"
"V37136",0,"V3713","1","DT","3"
"V37146",0,"V3714","1","DT","3"
"V37156",0,"V3715","1","DT","3"
"V37166",0,"V3716","1","DT","3"
"V37176",0,"V3717","1","DT","3"
"V37186",0,"V3718","1","DT","3"
"V37196",0,"V3719","1","DT","3"
"V37206",0,"V3720","1","DT","3"
"V372110",0,"V3721","1","DT","3"
"V37226",0,"V3722","1","DT","3"
"V37236",0,"V3723","1","DT","3"
"V37246",0,"V3724","1","DT","3"
"V37256",0,"V3725","1","DT","3"
"V37266",0,"V3726","1","DT","3"
"V37276",0,"V3727","1","DT","3"
"V37286",0,"V3728","1","DT","3"
"V37296",0,"V3729","1","DT","3"
"V37306",0,"V3730","1","DT","3"
"V373110",0,"V3731","1","DT","3"
"V37326",0,"V3732","1","DT","3"
"V37336",0,"V3733","1","DT","3"
"V37346",0,"V3734","1","DT","3"
"V37356",0,"V3735","1","DT","3"
"V37366",0,"V3736","1","DT","3"
"V37376",0,"V3737","1","DT","3"
"V37386",0,"V3738","1","DT","3"
"V37396",0,"V3739","1","DT","3"
"V37406",0,"V3740","1","DT","3"
"V374110",0,"V3741","1","DT","3"
"V37426",0,"V3742","1","DT","3"
"V37436",0,"V3743","1","DT","3"
"V37446",0,"V3744","1","DT","3"
"V37456",0,"V3745","1","DT","3"
"V37466",0,"V3746","1","DT","3"
"V37476",0,"V3747","1","DT","3"
"V37486",0,"V3748","1","DT","3"
"V37496",0,"V3749","1","DT","3"
"V37506",0,"V3750","1","DT","3"
"V375110",0,"V3751","1","DT","3"
"V37526",0,"V3752","1","DT","3"
"V37536",0,"V3753","1","DT","3"
"V37546",0,"V3754","1","DT","3"
"V37556",0,"V3755","1","DT","3"
"V37566",0,"V3756","1","DT","3"
"V37576",0,"V3757","1","DT","3"
"V37586",0,"V3758","1","DT","3"
"V37596",0,"V3759","1","DT","3"
"V37606",0,"V3760","1","DT","3"
"V376110",0,"V3761","1","DT","3"
"V37626",0,"V3762","1","DT","3"
"V37636",0,"V3763","1","DT","3"
"V37646",0,"V3764","1","DT","3"
"V37656",0,"V3765","1","DT","3"
"V37666",0,"V3766","1","DT","3"
"V37676",0,"V3767","1","DT","3"
"V37686",0,"V3768","1","DT","3"
"V37696",0,"V3769","1","DT","3"
"V37706",0,"V3770","1","DT","3"
"V377110",0,"V3771","1","DT","3"
"V37726",0,"V3772","1","DT","3"
"V37736",0,"V3773","1","DT","3"
"V37746",0,"V3774","1","DT","3"
"V37756",0,"V3775","1","DT","3"
"V37766",0,"V3776","1","DT","3"
"V37776",0,"V3777","1","DT","3"
"V37786",0,"V3778","1","DT","3"
"V37796",0,"V3779","1","DT","3"
"V37806",0,"V3780","1","DT","3"
"V378110",0,"V3781","1","DT","3"
"V37826",0,"V3782","1","DT","3"
"V37836",0,"V3783","1","DT","3"
"V37846",0,"V3784","1","DT","3"
"V37856",0,"V3785","1","DT","3"
"V37866",0,"V3786","1","DT","3"
"V37876",0,"V3787","1","DT","3"
"V37886",0,"V3788","1","DT","3"
"V37896",0,"V3789","1","DT","3"
"V37906",0,"V3790","1","DT","3"
"V379110",0,"V3791","1","DT","3"
"V37926",0,"V3792","1","DT","3"
"V37936",0,"V3793","1","DT","3"
"V37946",0,"V3794","1","DT","3"
"V37956",0,"V3795","1","DT","3"
"V37966",0,"V3796","1","DT","3"
"V37976",0,"V3797","1","DT","3"
"V37986",0,"V3798","1","DT","3"
"V37996",0,"V3799","1","DT","3"
"V38006",0,"V3800","1","DT","3"
"V380110",0,"V3801","1","DT","3"
"V38026",0,"V3802","1","DT","3"
"V38036",0,"V3803","1","DT","3"
"V38046",0,"V3804","1","DT","3"
"V38056",0,"V3805","1","DT","3"
"V38066",0,"V3806","1","DT","3"
"V38076",0,"V3807","1","DT","3"
"V38086",0,"V3808","1","DT","3"
"V38096",0,"V3809","1","DT","3"
"V381010",0,"V3810","1","DT","3"
"V381110",0,"V3811","1","DT","3"
"V38127",0,"V3812","1","DT","3"
"V38136",0,"V3813","1","DT","3"
"V38146",0,"V3814","1","DT","3"
"V38156",0,"V3815","1","DT","3"
"V38166",0,"V3816","1","DT","3"
"V38176",0,"V3817","1","DT","3"
"V38186",0,"V3818","1","DT","3"
"V38196",0,"V3819","1","DT","3"
"V38206",0,"V3820","1","DT","3"
"V382110",0,"V3821","1","DT","3"
"V38226",0,"V3822","1","DT","3"
"V38236",0,"V3823","1","DT","3"
"V38246",0,"V3824","1","DT","3"
"V38256",0,"V3825","1","DT","3"
"V38266",0,"V3826","1","DT","3"
"V38276",0,"V3827","1","DT","3"
"V38286",0,"V3828","1","DT","3"
"V38296",0,"V3829","1","DT","3"
"V38306",0,"V3830","1","DT","3"
"V383110",0,"V3831","1","DT","3"
"V38326",0,"V3832","1","DT","3"
"V38336",0,"V3833","1","DT","3"
"V38346",0,"V3834","1","DT","3"
"V38356",0,"V3835","1","DT","3"
"V38366",0,"V3836","1","DT","3"
"V38376",0,"V3837","1","DT","3"
"V38386",0,"V3838","1","DT","3"
"V38396",0,"V3839","1","DT","3"
"V38406",0,"V3840","1","DT","3"
"V384110",0,"V3841","1","DT","3"
"V38426",0,"V3842","1","DT","3"
"V38436",0,"V3843","1","DT","3"
"V38446",0,"V3844","1","DT","3"
"V38456",0,"V3845","1","DT","3"
"V38466",0,"V3846","1","DT","3"
"V38476",0,"V3847","1","DT","3"
"V38486",0,"V3848","1","DT","3"
"V38496",0,"V3849","1","DT","3"
"V38506",0,"V3850","1","DT","3"
"V385110",0,"V3851","1","DT","3"
"V38526",0,"V3852","1","DT","3"
"V38536",0,"V3853","1","DT","3"
"V38546",0,"V3854","1","DT","3"
"V38556",0,"V3855","1","DT","3"
"V38566",0,"V3856","1","DT","3"
"V38576",0,"V3857","1","DT","3"
"V38586",0,"V3858","1","DT","3"
"V38596",0,"V3859","1","DT","3"
"V38606",0,"V3860","1","DT","3"
"V386110",0,"V3861","1","DT","3"
"V38626",0,"V3862","1","DT","3"
"V38636",0,"V3863","1","DT","3"
"V38646",0,"V3864","1","DT","3"
"V38656",0,"V3865","1","DT","3"
"V38666",0,"V3866","1","DT","3"
"V38676",0,"V3867","1","DT","3"
"V38686",0,"V3868","1","DT","3"
"V38696",0,"V3869","1","DT","3"
"V38706",0,"V3870","1","DT","3"
"V387110",0,"V3871","1","DT","3"
"V38726",0,"V3872","1","DT","3"
"V38736",0,"V3873","1","DT","3"
"V38746",0,"V3874","1","DT","3"
"V38756",0,"V3875","1","DT","3"
"V38766",0,"V3876","1","DT","3"
"V38776",0,"V3877","1","DT","3"
"V38786",0,"V3878","1","DT","3"
"V38796",0,"V3879","1","DT","3"
"V38806",0,"V3880","1","DT","3"
"V388110",0,"V3881","1","DT","3"
"V38826",0,"V3882","1","DT","3"
"V38836",0,"V3883","1","DT","3"
"V38846",0,"V3884","1","DT","3"
"V38856",0,"V3885","1","DT","3"
"V38866",0,"V3886","1","DT","3"
"V38876",0,"V3887","1","DT","3"
"V38886",0,"V3888","1","DT","3"
"V38896",0,"V3889","1","DT","3"
"V38906",0,"V3890","1","DT","3"
"V389110",0,"V3891","1","DT","3"
"V38926",0,"V3892","1","DT","3"
"V38936",0,"V3893","1","DT","3"
"V38946",0,"V3894","1","DT","3"
"V38956",0,"V3895","1","DT","3"
"V38966",0,"V3896","1","DT","3"
"V38976",0,"V3897","1","DT","3"
"V38986",0,"V3898","1","DT","3"
"V38996",0,"V3899","1","DT","3"
"V39006",0,"V3900","1","DT","3"
"V390110",0,"V3901","1","DT","3"
"V39026",0,"V3902","1","DT","3"
"V39036",0,"V3903","1","DT","3"
"V39046",0,"V3904","1","DT","3"
"V39056",0,"V3905","1","DT","3"
"V39066",0,"V3906","1","DT","3"
"V39076",0,"V3907","1","DT","3"
"V39086",0,"V3908","1","DT","3"
"V39096",0,"V3909","1","DT","3"
"V391010",0,"V3910","1","DT","3"
"V391110",0,"V3911","1","DT","3"
"V39127",0,"V3912","1","DT","3"
"V39136",0,"V3913","1","DT","3"
"V39146",0,"V3914","1","DT","3"
"V39156",0,"V3915","1","DT","3"
"V39166",0,"V3916","1","DT","3"
"V39176",0,"V3917","1","DT","3"
"V39186",0,"V3918","1","DT","3"
"V39196",0,"V3919","1","DT","3"
"V39206",0,"V3920","1","DT","3"
"V392110",0,"V3921","1","DT","3"
"V39226",0,"V3922","1","DT","3"
"V39236",0,"V3923","1","DT","3"
"V39246",0,"V3924","1","DT","3"
"V39256",0,"V3925","1","DT","3"
"V39266",0,"V3926","1","DT","3"
"V39276",0,"V3927","1","DT","3"
"V39286",0,"V3928","1","DT","3"
"V39296",0,"V3929","1","DT","3"
"V39306",0,"V3930","1","DT","3"
"V393110",0,"V3931","1","DT","3"
"V39326",0,"V3932","1","DT","3"
"V39336",0,"V3933","1","DT","3"
"V39346",0,"V3934","1","DT","3"
"V39356",0,"V3935","1","DT","3"
"V39366",0,"V3936","1","DT","3"
"V39376",0,"V3937","1","DT","3"
"V39386",0,"V3938","1","DT","3"
"V39396",0,"V3939","1","DT","3"
"V39406",0,"V3940","1","DT","3"
"V394110",0,"V3941","1","DT","3"
"V39426",0,"V3942","1","DT","3"
"V39436",0,"V3943","1","DT","3"
"V39446",0,"V3944","1","DT","3"
"V39456",0,"V3945","1","DT","3"
"V39466",0,"V3946","1","DT","3"
"V39476",0,"V3947","1","DT","3"
"V39486",0,"V3948","1","DT","3"
"V39496",0,"V3949","1","DT","3"
"V39506",0,"V3950","1","DT","3"
"V395110",0,"V3951","1","DT","3"
"V39526",0,"V3952","1","DT","3"
"V39536",0,"V3953","1","DT","3"
"V39546",0,"V3954","1","DT","3"
"V39556",0,"V3955","1","DT","3"
"V39566",0,"V3956","1","DT","3"
"V39576",0,"V3957","1","DT","3"
"V39586",0,"V3958","1","DT","3"
"V39596",0,"V3959","1","DT","3"
"V39606",0,"V3960","1","DT","3"
"V396110",0,"V3961","1","DT","3"
"V39626",0,"V3962","1","DT","3"
"V39636",0,"V3963","1","DT","3"
"V39646",0,"V3964","1","DT","3"
"V39656",0,"V3965","1","DT","3"
"V39666",0,"V3966","1","DT","3"
"V39676",0,"V3967","1","DT","3"
"V39686",0,"V3968","1","DT","3"
"V39696",0,"V3969","1","DT","3"
"V39706",0,"V3970","1","DT","3"
"V397110",0,"V3971","1","DT","3"
"V39726",0,"V3972","1","DT","3"
"V39736",0,"V3973","1","DT","3"
"V39746",0,"V3974","1","DT","3"
"V39756",0,"V3975","1","DT","3"
"V39766",0,"V3976","1","DT","3"
"V39776",0,"V3977","1","DT","3"
"V39786",0,"V3978","1","DT","3"
"V39796",0,"V3979","1","DT","3"
"V39806",0,"V3980","1","DT","3"
"V398110",0,"V3981","1","DT","3"
"V39826",0,"V3982","1","DT","3"
"V39836",0,"V3983","1","DT","3"
"V39846",0,"V3984","1","DT","3"
"V39856",0,"V3985","1","DT","3"
"V39866",0,"V3986","1","DT","3"
"V39876",0,"V3987","1","DT","3"
"V39886",0,"V3988","1","DT","3"
"V39896",0,"V3989","1","DT","3"
"V39906",0,"V3990","1","DT","3"
"V399110",0,"V3991","1","DT","3"
"V39926",0,"V3992","1","DT","3"
"V39936",0,"V3993","1","DT","3"
"V39946",0,"V3994","1","DT","3"
"V39956",0,"V3995","1","DT","3"
"V39966",0,"V3996","1","DT","3"
"V39976",0,"V3997","1","DT","3"
"V39986",0,"V3998","1","DT","3"
"V39996",0,"V3999","1","DT","3"
"V40006",0,"V4000","1","DT","3"
"V400110",0,"V4001","1","DT","3"
"V40026",0,"V4002","1","DT","3"
"V40036",0,"V4003","1","DT","3"
"V40046",0,"V4004","1","DT","3"
"V40056",0,"V4005","1","DT","3"
"V40066",0,"V4006","1","DT","3"
"V40076",0,"V4007","1","DT","3"
"V40086",0,"V4008","1","DT","3"
"V40096",0,"V4009","1","DT","3"
"V40106",0,"V4010","1","DT","3"
"V101102",0.135123208455146,"V101","2","DT","3"
"V101712",0.405155905405218,"V1017","2","DT","3"
"V101812",0.185627305989217,"V1018","2","DT","3"
"V101912",0.18562730598923,"V1019","2","DT","3"
"V102012",0.185627305989217,"V1020","2","DT","3"
"V102112",0.185627305989224,"V1021","2","DT","3"
"V102612",0.0887305295459791,"V1026","2","DT","3"
"V104012",0.375380025757551,"V1040","2","DT","3"
"V104112",0.375380025757592,"V1041","2","DT","3"
"V104712",0.387384966165718,"V1047","2","DT","3"
"V104812",0.387384966165675,"V1048","2","DT","3"
"V104912",0.387384966165718,"V1049","2","DT","3"
"V105812",0.102911576159629,"V1058","2","DT","3"
"V112112",0.0772010397275249,"V1121","2","DT","3"
"V112212",0.0772010397274985,"V1122","2","DT","3"
"V131212",0.0460683267903827,"V1312","2","DT","3"
"V131312",0.0452867620845721,"V1313","2","DT","3"
"V131412",0.047647184716831,"V1314","2","DT","3"
"V131512",0.0456737385212178,"V1315","2","DT","3"
"V134102",0.149712840269583,"V134","2","DT","3"
"V135102",0.146182208730394,"V135","2","DT","3"
"V145112",0.284450157320144,"V1451","2","DT","3"
"V145312",0.284450157320132,"V1453","2","DT","3"
"V145512",0.284450157320144,"V1455","2","DT","3"
"V150512",0.351864659889593,"V1505","2","DT","3"
"V150612",0.351864659889593,"V1506","2","DT","3"
"V151012",0.351864659889651,"V1510","2","DT","3"
"V151312",0.351864659889651,"V1513","2","DT","3"
"V151812",0.351864659889651,"V1518","2","DT","3"
"V156212",0.0450644363155946,"V1562","2","DT","3"
"V181712",0.176945479371485,"V1817","2","DT","3"
"V181812",0.176945479371485,"V1818","2","DT","3"
"V181912",0.176945479371477,"V1819","2","DT","3"
"V185102",0.134876900034849,"V185","2","DT","3"
"V186102",0.134876900034849,"V186","2","DT","3"
"V187102",0.134876900034849,"V187","2","DT","3"
"V189102",0.134876900034856,"V189","2","DT","3"
"V190102",0.134876900034856,"V190","2","DT","3"
"V196212",0.139942278803708,"V1962","2","DT","3"
"V199312",0.121825643387119,"V1993","2","DT","3"
"V199412",0.293596125054201,"V1994","2","DT","3"
"V199512",0.195869545356027,"V1995","2","DT","3"
"V199612",0.0755173884447806,"V1996","2","DT","3"
"V199912",0.216156429065216,"V1999","2","DT","3"
"V200112",0.0925700398854771,"V2001","2","DT","3"
"V200212",0.0925700398854771,"V2002","2","DT","3"
"V200412",0.0912011924486481,"V2004","2","DT","3"
"V226312",0.27104465283012,"V2263","2","DT","3"
"V226412",0.27104465283013,"V2264","2","DT","3"
"V226512",0.261357369186513,"V2265","2","DT","3"
"V226612",0.261357369186513,"V2266","2","DT","3"
"V226712",0.31099714875026,"V2267","2","DT","3"
"V227112",0.0497507038977316,"V2271","2","DT","3"
"V227612",0.050349521632453,"V2276","2","DT","3"
"V227712",0.0505161424234897,"V2277","2","DT","3"
"V228012",0.051009778196077,"V2280","2","DT","3"
"V239612",0.0624829278596347,"V2396","2","DT","3"
"V239812",0.0586770168117113,"V2398","2","DT","3"
"V240012",0.0576674298651935,"V2400","2","DT","3"
"V242212",0.148492167377383,"V2422","2","DT","3"
"V242312",0.148492167377383,"V2423","2","DT","3"
"V242512",0.148492167377383,"V2425","2","DT","3"
"V242612",0.148492167377383,"V2426","2","DT","3"
"V242712",0.148492167377383,"V2427","2","DT","3"
"V244812",0.125188885946943,"V2448","2","DT","3"
"V245212",0.135084401753713,"V2452","2","DT","3"
"V245312",0.125760360818206,"V2453","2","DT","3"
